YearsCodePro,ConvertedCompYearly
5.0,122559.0
8.0,57230.0
6.0,30074.0
11.0,83777.0
2.0,1200.0
15.0,59073.0
19.0,55472.0
9.0,53703.0
12.0,29909.0
23.0,1728025.0
16.0,9124.0
11.0,82802.0
6.0,81629.0
6.0,14356.0
6.0,114955.0
1.0,25777.0
4.0,19752.0
1.0,7832.0
3.0,16749.0
8.0,64444.0
4.0,10767.0
6.0,100651.0
8.0,66000.0
18.0,85846.0
8.0,659.0
24.0,45111.0
10.0,90221.0
4.0,26891.0
7.0,89087.0
7.0,141751.0
5.0,60147.0
10.0,44544.0
3.0,75184.0
5.0,98000.0
20.0,80555.0
7.0,37434.0
20.0,85925.0
25.0,85846.0
8.0,48333.0
2.0,8647.0
5.0,60000.0
6.0,50955.0
5.0,51555.0
26.0,95384.0
10.0,14411.0
6.0,80555.0
5.0,65086.0
11.0,250000.0
10.0,42962.0
13.0,86624.0
12.0,47259.0
10.0,45461.0
3.0,100000.0
7.0,37485.0
15.0,71239.0
3.0,51555.0
11.0,38535.0
7.0,60147.0
5.0,51555.0
5.0,78988.0
34.0,120307.0
2.0,42162.0
4.0,23200.0
25.0,120000.0
10.0,55000.0
6.0,57999.0
3.0,18000.0
26.0,34370.0
2.0,45111.0
30.0,181500.0
6.0,44702.0
26.0,85925.0
10.0,97098.0
6.0,16780.0
4.0,3847.0
15.0,154665.0
9.0,103110.0
10.0,104923.0
5.0,99099.0
6.0,9667.0
14.0,108280.0
10.0,45111.0
15.0,158000.0
7.0,4511.0
5.0,7178.0
6.0,80555.0
6.0,96666.0
6.0,63644.0
10.0,170000.0
5.0,32222.0
30.0,95384.0
16.0,59073.0
16.0,118000.0
4.0,26989.0
15.0,145000.0
8.0,37447.0
5.0,96500.0
15.0,133700.0
5.0,32222.0
14.0,4315.0
14.0,54937.0
7.0,44516.0
10.0,133000.0
15.0,35433.0
13.0,22378.0
5.0,69170.0
3.0,18548.0
20.0,12308.0
4.0,105000.0
2.0,36518.0
20.0,13054.0
1.0,24703.0
14.0,178343.0
35.0,180000.0
2.0,23629.0
26.0,210000.0
3.0,37592.0
25.0,72912.0
10.0,7405.0
7.0,80000.0
33.0,280773.0
5.0,2400.0
18.0,150369.0
9.0,150369.0
10.0,64444.0
10.0,50955.0
6.0,110827.0
2.0,77000.0
1.0,19457.0
20.0,200000.0
4.0,45111.0
16.0,107406.0
1.0,99546.0
17.0,4033.0
25.0,107406.0
6.0,9324.0
5.0,15037.0
21.0,145000.0
7.0,150369.0
10.0,190000.0
19.0,51555.0
8.0,90000.0
9.0,66000.0
12.0,113851.0
9.0,108163.0
8.0,146000.0
7.0,42300.0
5.0,66239.0
9.0,56925.0
5.0,38216.0
24.0,77159.0
14.0,59872.0
1.0,2944.0
29.0,98135.0
12.0,26320.0
2.0,53703.0
4.0,57999.0
4.0,82785.0
4.0,54728.0
4.0,33189.0
10.0,180000.0
6.0,16111.0
4.0,26157.0
28.0,194286.0
16.0,64732.0
3.0,42748.0
3.0,62516.0
2.0,54520.0
18.0,104399.0
23.0,170000.0
20.0,120000.0
2.0,857.0
13.0,85925.0
10.0,60577.0
7.0,10049.0
9.0,90700.0
9.0,115000.0
7.0,92155.0
11.0,171600.0
6.0,40814.0
10.0,141918.0
16.0,44037.0
7.0,33296.0
2.0,2782.0
8.0,180000.0
1.0,3294.0
2.0,46185.0
16.0,167125.0
8.0,83777.0
3.0,44431.0
11.0,65799.0
10.0,51935.0
7.0,50885.0
18.0,153.0
3.0,95000.0
19.0,142000.0
12.0,84000.0
1.0,22569.0
15.0,1481.0
14.0,55000.0
44.0,81528.0
6.0,26499.0
1.0,50481.0
4.0,120000.0
8.0,74644.0
19.0,202000.0
2.0,49431.0
10.0,38666.0
30.0,115202.0
7.0,48572.0
2.0,53703.0
3.0,67988.0
3.0,10424.0
44.0,101830.0
5.0,81000.0
5.0,20664.0
13.0,59073.0
16.0,132223.0
3.0,46041.0
6.0,150000.0
15.0,90221.0
7.0,145000.0
4.0,39740.0
12.0,37592.0
9.0,41888.0
18.0,160000.0
5.0,90221.0
14.0,164000.0
11.0,44343.0
9.0,67200.0
2.0,38861.0
17.0,95384.0
27.0,110628.0
10.0,58799.0
9.0,48333.0
6.0,18182.0
13.0,43059.0
14.0,133700.0
5.0,79189.0
10.0,105000.0
25.0,65732.0
24.0,114649.0
14.0,104005.0
38.0,159235.0
4.0,30074.0
6.0,102036.0
18.0,85925.0
12.0,121444.0
10.0,65969.0
5.0,37592.0
3.0,35444.0
25.0,230000.0
28.0,26891.0
4.0,37592.0
2.0,6444.0
24.0,123000.0
4.0,31105.0
3.0,3089.0
14.0,55000.0
8.0,38666.0
1.0,3404.0
12.0,41872.0
10.0,53703.0
25.0,51555.0
7.0,53703.0
18.0,130847.0
3.0,50885.0
10.0,220000.0
24.0,60000.0
2.0,130000.0
8.0,145000.0
4.0,26852.0
5.0,59073.0
26.0,42653.0
3.0,9324.0
11.0,56066.0
9.0,170000.0
5.0,130000.0
3.0,35444.0
25.0,51480.0
20.0,221713.0
16.0,61.0
12.0,85925.0
1.0,12000.0
2.0,10589.0
6.0,62296.0
12.0,96666.0
19.0,167125.0
10.0,11010.0
12.0,130000.0
45.0,36346.0
15.0,72693.0
6.0,53703.0
3.0,65424.0
8.0,43692.0
4.0,39490.0
25.0,150000.0
14.0,21127.0
9.0,114388.0
12.0,127388.0
26.0,231000.0
4.0,5595.0
11.0,64444.0
2.0,29696.0
2.0,55323.0
3.0,79962.0
6.0,59073.0
2.0,11129.0
6.0,96666.0
28.0,67666.0
5.0,140000.0
3.0,54.0
6.0,70584.0
1.0,56051.0
8.0,79962.0
12.0,75184.0
18.0,65907.0
12.0,22139.0
6.0,48833.0
21.0,43312.0
16.0,16143.0
3.0,69814.0
10.0,111417.0
6.0,228096.0
20.0,79962.0
1.0,105000.0
5.0,35433.0
11.0,53703.0
15.0,73036.0
13.0,92369.0
4.0,53703.0
21.0,172924.0
1.0,7740.0
13.0,113653.0
15.0,180000.0
12.0,109039.0
25.0,200000.0
20.0,32269.0
18.0,85925.0
13.0,96666.0
8.0,60147.0
10.0,80000.0
10.0,144002.0
2.0,32222.0
6.0,44647.0
10.0,75184.0
4.0,33498.0
10.0,113851.0
3.0,14919.0
17.0,94501.0
19.0,144842.0
6.0,60000.0
9.0,22216.0
15.0,180000.0
7.0,10093.0
24.0,250000.0
17.0,40170.0
2.0,17615.0
4.0,132000.0
9.0,59391.0
17.0,65799.0
10.0,75184.0
3.0,80000.0
6.0,12921.0
14.0,98000.0
17.0,150000.0
12.0,8655.0
7.0,170000.0
7.0,6798.0
19.0,56925.0
20.0,111417.0
15.0,200000.0
12.0,97000.0
5.0,50955.0
3.0,43500.0
16.0,37026.0
17.0,220000.0
26.0,101770.0
14.0,192000.0
19.0,100962.0
10.0,69814.0
14.0,45111.0
14.0,72693.0
4.0,90000.0
35.0,90000.0
3.0,42962.0
8.0,88699.0
35.0,8614.0
16.0,64444.0
10.0,25000.0
35.0,160000.0
15.0,200000.0
11.0,95557.0
25.0,82802.0
1.0,25777.0
2.0,23945.0
3.0,150000.0
9.0,30074.0
13.0,69058.0
14.0,100000.0
6.0,125000.0
11.0,48333.0
14.0,36052.0
33.0,400000.0
5.0,50000.0
5.0,35444.0
20.0,80555.0
20.0,53703.0
12.0,237600.0
13.0,34724.0
1.0,20055.0
10.0,110628.0
21.0,175000.0
3.0,38216.0
14.0,85925.0
3.0,104615.0
20.0,96666.0
22.0,69814.0
3.0,95000.0
14.0,60147.0
6.0,44000.0
9.0,96666.0
7.0,49681.0
23.0,100000.0
8.0,47557.0
28.0,107406.0
6.0,39740.0
4.0,20231.0
20.0,155984.0
25.0,12889.0
38.0,64444.0
6.0,52229.0
6.0,47366.0
18.0,130593.0
7.0,11040.0
19.0,135000.0
16.0,429369.0
8.0,63370.0
15.0,85925.0
19.0,97740.0
2.0,15798.0
17.0,120295.0
5.0,28256.0
1.0,16111.0
7.0,28533.0
4.0,71239.0
8.0,68677.0
4.0,15600.0
26.0,165000.0
15.0,87000.0
5.0,90000.0
10.0,71781.0
16.0,54777.0
6.0,6030.0
21.0,50000.0
24.0,175000.0
5.0,5.0
18.0,107406.0
9.0,135000.0
6.0,49493.0
20.0,110000.0
6.0,71000.0
20.0,104955.0
13.0,69814.0
6.0,63694.0
22.0,90000.0
20.0,211000.0
3.0,47059.0
2.0,18000.0
2.0,50885.0
12.0,48333.0
10.0,116309.0
3.0,186.0
19.0,243000.0
27.0,54777.0
3.0,58737.0
18.0,85925.0
9.0,100000.0
18.0,75184.0
7.0,101000.0
35.0,159924.0
5.0,22409.0
7.0,3059.0
20.0,130000.0
21.0,59670.0
4.0,31148.0
6.0,102000.0
6.0,133700.0
2.0,15466.0
20.0,30367.0
14.0,32222.0
8.0,200000.0
2.0,74147.0
6.0,48916.0
5.0,64444.0
2.0,87898.0
23.0,130000.0
5.0,51555.0
5.0,21534.0
4.0,130000.0
35.0,138000.0
10.0,72611.0
1.0,5742.0
10.0,69785.0
25.0,50481.0
3.0,70063.0
42.0,195000.0
10.0,43127.0
3.0,10169.0
2.0,58154.0
12.0,450000.0
22.0,178343.0
10.0,300000.0
3.0,19142.0
4.0,117253.0
10.0,1074062.0
4.0,6580.0
10.0,134672.0
4.0,75000.0
3.0,31999.0
6.0,110000.0
14.0,211464.0
13.0,163000.0
6.0,105258.0
16.0,216559.0
3.0,84500.0
13.0,26993.0
6.0,215898.0
25.0,76258.0
15.0,102036.0
8.0,91379.0
8.0,64444.0
10.0,110000.0
2.0,14383.0
5.0,36518.0
25.0,330572.0
17.0,45784.0
16.0,111000.0
5.0,165000.0
25.0,75184.0
5.0,54923.0
2.0,3209.0
20.0,160000.0
6.0,150000.0
10.0,271000.0
26.0,167979.0
22.0,97143.0
10.0,107586.0
28.0,137480.0
26.0,145000.0
28.0,180000.0
4.0,69422.0
26.0,230000.0
6.0,60000.0
16.0,170000.0
10.0,59073.0
4.0,2294.0
6.0,74970.0
20.0,14411.0
8.0,71270.0
25.0,1500000.0
6.0,16784.0
32.0,185000.0
12.0,340000.0
2.0,85536.0
8.0,81663.0
20.0,190000.0
2.0,79000.0
10.0,99099.0
30.0,120000.0
19.0,27973.0
6.0,101910.0
4.0,190000.0
10.0,152655.0
19.0,950000.0
15.0,52629.0
4.0,14919.0
37.0,191082.0
2.0,69000.0
12.0,112000.0
16.0,54351.0
3.0,51448.0
3.0,70193.0
3.0,29909.0
14.0,95384.0
10.0,170000.0
1.0,4738.0
6.0,5982.0
3.0,35041.0
31.0,150000.0
26.0,46185.0
7.0,18665.0
4.0,30453.0
5.0,92000.0
4.0,120330.0
10.0,85925.0
4.0,85536.0
20.0,67604.0
6.0,1569.0
3.0,49493.0
13.0,193331.0
15.0,160000.0
12.0,325099.0
10.0,173000.0
10.0,141776.0
8.0,350000.0
8.0,123566.0
8.0,87231.0
28.0,75000.0
6.0,123000.0
2.0,82000.0
10.0,64691.0
11.0,76433.0
5.0,12938.0
5.0,205000.0
13.0,99000.0
3.0,400.0
13.0,68740.0
12.0,26852.0
5.0,71270.0
14.0,130000.0
17.0,121000.0
5.0,58490.0
5.0,139000.0
3.0,165000.0
2.0,111655.0
4.0,10947.0
10.0,163000.0
1.0,43312.0
17.0,187000.0
20.0,98986.0
4.0,15665.0
12.0,135000.0
17.0,73401.0
4.0,21663.0
1.0,19161.0
7.0,1184707.0
11.0,175000.0
3.0,125000.0
5.0,69814.0
3.0,22378.0
5.0,138000.0
10.0,86309.0
14.0,130000.0
6.0,107406.0
8.0,110000.0
24.0,129285.0
7.0,123517.0
3.0,20000.0
3.0,80000.0
7.0,65424.0
4.0,60000.0
2.0,30074.0
32.0,93244.0
10.0,107406.0
13.0,199000.0
18.0,5381.0
6.0,260000.0
46.0,183000.0
11.0,500000.0
5.0,20936.0
1.0,39981.0
4.0,9571.0
3.0,7087.0
8.0,69388.0
10.0,75184.0
6.0,90221.0
26.0,66769.0
5.0,40000.0
3.0,4546.0
9.0,80000.0
10.0,120000.0
10.0,150000.0
8.0,175000.0
4.0,41160.0
14.0,118000.0
23.0,149000.0
5.0,64444.0
3.0,23073.0
3.0,9600.0
12.0,24746.0
11.0,89000.0
14.0,65271.0
4.0,67227.0
20.0,60976.0
6.0,155000.0
2.0,35292.0
23.0,114365.0
5.0,125000.0
5.0,80555.0
4.0,104000.0
17.0,79189.0
20.0,85778.0
16.0,47843.0
20.0,220000.0
3.0,58154.0
16.0,33296.0
3.0,7461.0
17.0,12898.0
2.0,8696.0
4.0,96933.0
20.0,12615.0
17.0,85350.0
2.0,69814.0
16.0,144842.0
5.0,40000.0
4.0,18905.0
20.0,89087.0
3.0,33969.0
15.0,63606.0
27.0,200000.0
22.0,76258.0
5.0,26320.0
2.0,12138.0
8.0,142000.0
5.0,120330.0
8.0,180000.0
2.0,85000.0
10.0,186190.0
10.0,252000.0
12.0,160000.0
5.0,1472.0
4.0,150000.0
7.0,203540.0
10.0,58238.0
20.0,185000.0
10.0,109039.0
21.0,62381.0
15.0,74873.0
7.0,107406.0
3.0,10782.0
25.0,5370.0
2.0,105000.0
5.0,48333.0
10.0,160000.0
11.0,161000.0
1.0,16749.0
5.0,42923.0
3.0,81000.0
10.0,152655.0
4.0,59073.0
10.0,211000.0
2.0,117000.0
3.0,34005.0
20.0,345000.0
38.0,200000.0
29.0,62000.0
9.0,150000.0
3.0,20300.0
5.0,94704.0
5.0,45111.0
3.0,61759.0
19.0,10243.0
15.0,90000.0
21.0,60560.0
4.0,48333.0
24.0,203821.0
8.0,80000.0
3.0,1120.0
2.0,37592.0
12.0,102036.0
5.0,38197.0
18.0,120000.0
11.0,75184.0
6.0,405000.0
21.0,130541.0
1.0,30000.0
16.0,55425.0
4.0,64444.0
19.0,127388.0
5.0,1481.0
27.0,64444.0
2.0,100000.0
23.0,67135.0
12.0,66373.0
2.0,72450.0
10.0,121429.0
8.0,42892.0
13.0,170000.0
17.0,101910.0
16.0,165000.0
1.0,59073.0
3.0,65000.0
1.0,24731.0
3.0,3000.0
30.0,180000.0
8.0,66592.0
13.0,165000.0
25.0,66592.0
1.0,9571.0
31.0,115202.0
2.0,31847.0
28.0,53703.0
3.0,20000.0
20.0,325000.0
17.0,79962.0
10.0,70000.0
5.0,37120.0
14.0,143076.0
20.0,66769.0
8.0,52992.0
12.0,34687.0
2.0,90000.0
22.0,97740.0
2.0,13920.0
29.0,127388.0
8.0,44757.0
1.0,1411.0
19.0,91295.0
2.0,22216.0
9.0,115000.0
1.0,95000.0
10.0,86000.0
6.0,55422.0
27.0,46622.0
14.0,240000.0
8.0,110000.0
3.0,8504.0
30.0,165000.0
24.0,139628.0
5.0,113401.0
2.0,21633.0
37.0,99999.0
3.0,21481.0
5.0,101770.0
3.0,118147.0
1.0,7459.0
11.0,30924.0
5.0,152865.0
15.0,16807.0
7.0,180000.0
8.0,140000.0
10.0,98135.0
27.0,23629.0
8.0,67236.0
16.0,161109.0
6.0,9600.0
18.0,126000.0
2.0,16111.0
1.0,58598.0
32.0,166480.0
2.0,120000.0
10.0,170000.0
13.0,133755.0
20.0,134454.0
6.0,75000.0
23.0,196000.0
15.0,64691.0
9.0,66592.0
3.0,32954.0
19.0,95000.0
8.0,200000.0
24.0,75184.0
4.0,47259.0
4.0,1079.0
30.0,170000.0
19.0,34958.0
23.0,225553.0
11.0,150369.0
15.0,26954.0
12.0,16560.0
24.0,111892.0
7.0,6600.0
20.0,144842.0
17.0,69373.0
4.0,59073.0
8.0,2801.0
22.0,98814.0
25.0,90866.0
1.0,20396.0
13.0,36485.0
2.0,6000.0
30.0,225000.0
8.0,77013.0
1.0,16739.0
14.0,47554.0
7.0,47692.0
8.0,169000.0
26.0,50000.0
23.0,330330.0
14.0,97000.0
14.0,3987.0
8.0,100000.0
14.0,310000.0
6.0,23760.0
3.0,35444.0
15.0,146072.0
10.0,9117.0
3.0,60000.0
3.0,46185.0
5.0,85925.0
20.0,150369.0
2.0,32222.0
11.0,19022.0
7.0,330000.0
10.0,107406.0
18.0,150000.0
20.0,136000.0
4.0,105000.0
8.0,60147.0
2.0,782.0
19.0,89172.0
5.0,114128.0
18.0,66616.0
5.0,6444.0
3.0,127000.0
23.0,102036.0
20.0,200000.0
17.0,91997.0
4.0,9648.0
5.0,2524.0
24.0,83000.0
2.0,53703.0
2.0,32222.0
3.0,21886.0
17.0,73950.0
18.0,107406.0
6.0,160000.0
12.0,74110.0
13.0,143000.0
18.0,74400.0
15.0,32222.0
22.0,199642.0
3.0,39740.0
2.0,71280.0
8.0,125000.0
7.0,103571.0
4.0,75184.0
25.0,64444.0
25.0,120000.0
6.0,1196.0
7.0,120000.0
4.0,76433.0
18.0,51065.0
4.0,18000.0
20.0,107406.0
3.0,32222.0
1.0,11848.0
4.0,25777.0
7.0,66615.0
3.0,80555.0
7.0,57000.0
5.0,24243.0
11.0,300000.0
1.0,10800.0
6.0,45860.0
2.0,12000.0
11.0,65578.0
20.0,44544.0
11.0,380000.0
6.0,95000.0
3.0,45860.0
3.0,4048.0
7.0,103681.0
1.0,65279.0
35.0,254354.0
2.0,95000.0
2.0,11815.0
2.0,130000.0
5.0,53703.0
4.0,35444.0
24.0,139628.0
3.0,17945.0
9.0,37592.0
15.0,102036.0
7.0,55000.0
2.0,148000.0
2.0,117000.0
7.0,79962.0
3.0,209000.0
19.0,47660.0
13.0,85886.0
27.0,79279.0
20.0,43155.0
11.0,47535.0
10.0,59073.0
5.0,130000.0
2.0,18492.0
25.0,80555.0
3.0,12000.0
30.0,180000.0
5.0,47677.0
8.0,101940.0
12.0,90736.0
11.0,90000.0
9.0,250000.0
9.0,53703.0
27.0,184985.0
2.0,140000.0
18.0,132132.0
8.0,92492.0
7.0,198198.0
5.0,14356.0
7.0,291182.0
17.0,500000.0
22.0,102950.0
30.0,75000.0
13.0,92492.0
2.0,99099.0
2.0,220000.0
8.0,185000.0
16.0,798000.0
10.0,65000.0
10.0,153000.0
26.0,79279.0
3.0,47250.0
10.0,130000.0
30.0,110000.0
1.0,75000.0
21.0,181732.0
19.0,160000.0
15.0,75000.0
15.0,129381.0
3.0,66877.0
15.0,105706.0
3.0,15000.0
4.0,6469.0
4.0,140000.0
13.0,153641.0
28.0,150000.0
10.0,20696.0
1.0,3230.0
7.0,100000.0
6.0,43616.0
26.0,175000.0
1.0,7269.0
6.0,65424.0
15.0,56000.0
21.0,175000.0
44.0,79279.0
21.0,145000.0
4.0,22378.0
9.0,163559.0
24.0,180000.0
2.0,135000.0
11.0,165165.0
39.0,250000.0
28.0,250000.0
28.0,145345.0
25.0,18649.0
17.0,136096.0
20.0,59817.0
13.0,70000.0
32.0,109039.0
23.0,107271.0
12.0,240000.0
5.0,190000.0
11.0,300000.0
9.0,172000.0
14.0,175000.0
6.0,22405.0
8.0,112000.0
11.0,15275.0
10.0,65271.0
3.0,5719.0
8.0,210000.0
8.0,232834.0
34.0,55425.0
20.0,215000.0
6.0,350000.0
8.0,148000.0
23.0,202000.0
13.0,400000.0
2.0,1188001.0
10.0,150000.0
2.0,65424.0
13.0,96000.0
8.0,35809.0
18.0,100000.0
10.0,30657.0
3.0,65424.0
8.0,225000.0
12.0,85886.0
8.0,55190.0
13.0,346000.0
18.0,127940.0
10.0,40149.0
2.0,13963.0
2.0,165000.0
19.0,59817.0
9.0,96456.0
17.0,130000.0
10.0,112312.0
6.0,24003.0
18.0,125000.0
9.0,87000.0
8.0,32696.0
40.0,200000.0
4.0,5924.0
16.0,94501.0
11.0,300000.0
14.0,79279.0
22.0,54239.0
5.0,16951.0
4.0,85886.0
15.0,150000.0
7.0,35421.0
14.0,184.0
15.0,60157.0
3.0,15553.0
5.0,96090.0
1.0,46092.0
24.0,175000.0
23.0,220000.0
9.0,11963.0
25.0,741.0
19.0,275000.0
11.0,187701.0
11.0,76821.0
3.0,80220.0
24.0,51009.0
7.0,16710.0
4.0,8374.0
20.0,150000.0
1.0,21760.0
10.0,145374.0
14.0,80000.0
4.0,36914.0
5.0,719.0
8.0,16749.0
5.0,29738.0
8.0,53703.0
28.0,143076.0
12.0,19820.0
2.0,24780.0
16.0,132132.0
7.0,130000.0
1.0,120000.0
13.0,1975.0
4.0,42394.0
9.0,101403.0
4.0,6624.0
6.0,44000.0
5.0,56817.0
22.0,128887.0
12.0,270062.0
5.0,91295.0
1.0,17945.0
17.0,101910.0
2.0,7178.0
15.0,112312.0
24.0,200000.0
9.0,28712.0
25.0,59073.0
3.0,14356.0
4.0,13426.0
17.0,165165.0
2.0,14810.0
10.0,23303.0
4.0,12889.0
1.0,80000.0
20.0,118147.0
18.0,92369.0
13.0,53452.0
4.0,80555.0
6.0,53606.0
31.0,102036.0
20.0,89189.0
3.0,56156.0
5.0,37666.0
4.0,13533.0
6.0,46185.0
2.0,71962.0
3.0,6387.0
3.0,48045.0
2.0,21266.0
6.0,5370.0
2.0,5370.0
16.0,94732.0
12.0,23927.0
37.0,73566.0
15.0,52629.0
11.0,38283.0
1.0,4905.0
18.0,79051.0
10.0,350000.0
8.0,79555.0
12.0,997.0
10.0,61866.0
2.0,74761.0
8.0,75659.0
19.0,67227.0
15.0,99099.0
7.0,2746.0
4.0,45111.0
3.0,19253.0
2.0,8614.0
4.0,57175.0
6.0,49600.0
2.0,48333.0
38.0,76248.0
1.0,3589.0
8.0,1364.0
30.0,107406.0
7.0,64444.0
5.0,18350.0
11.0,45111.0
2.0,39740.0
8.0,142560.0
37.0,64444.0
2.0,23697.0
1.0,22555.0
3.0,28612.0
4.0,64444.0
18.0,96666.0
6.0,49407.0
2.0,2148.0
20.0,155984.0
5.0,6038.0
14.0,79481.0
2.0,8687.0
5.0,52477.0
24.0,102950.0
9.0,32170.0
11.0,71781.0
4.0,30914.0
12.0,80555.0
2.0,53503.0
20.0,94267.0
32.0,216559.0
5.0,103110.0
28.0,148413.0
2.0,30074.0
5.0,84076.0
3.0,24000.0
14.0,3992.0
4.0,19118.0
2.0,30000.0
2.0,24703.0
2.0,32109.0
11.0,4307.0
4.0,22731.0
3.0,25777.0
4.0,32120.0
2.0,12586.0
28.0,38666.0
6.0,1737.0
11.0,62296.0
10.0,107406.0
1.0,8391.0
7.0,95026.0
8.0,61222.0
22.0,72065.0
10.0,48333.0
10.0,83467.0
8.0,144842.0
6.0,85925.0
6.0,68662.0
23.0,72287.0
21.0,129936.0
7.0,75184.0
8.0,42425.0
5.0,75184.0
3.0,65424.0
6.0,66592.0
15.0,268515.0
28.0,61222.0
3.0,4.0
25.0,48333.0
4.0,109039.0
13.0,100.0
3.0,27221.0
30.0,69814.0
6.0,21481.0
9.0,71425.0
17.0,32222.0
5.0,32002.0
18.0,107406.0
2.0,23629.0
5.0,67516.0
4.0,34.0
6.0,45111.0
12.0,63694.0
12.0,214355.0
3.0,18055.0
3.0,6336.0
12.0,53703.0
2.0,37.0
3.0,21381.0
20.0,69121.0
14.0,2393.0
25.0,136802.0
13.0,108794.0
3.0,29909.0
12.0,111417.0
12.0,61222.0
10.0,23703.0
4.0,24707.0
7.0,318470.0
2.0,59288.0
4.0,6586.0
5.0,161109.0
15.0,52430.0
10.0,165165.0
2.0,12889.0
5.0,27969.0
5.0,24166.0
17.0,397403.0
1.0,9571.0
2.0,16986.0
14.0,108956.0
3.0,26061.0
5.0,45784.0
10.0,59073.0
5.0,32759.0
7.0,152865.0
3.0,11963.0
2.0,15553.0
7.0,45655.0
2.0,25241.0
6.0,58344.0
23.0,76433.0
4.0,23303.0
20.0,53703.0
3.0,70063.0
18.0,76433.0
2.0,5848.0
1.0,44681.0
11.0,16749.0
2.0,61789.0
27.0,113851.0
9.0,64444.0
17.0,107406.0
25.0,92000.0
1.0,13963.0
13.0,41888.0
9.0,1481.0
2.0,31847.0
2.0,38666.0
8.0,102036.0
4.0,10641.0
8.0,52629.0
11.0,64444.0
13.0,85925.0
3.0,16128.0
20.0,34694.0
6.0,51555.0
27.0,144842.0
3.0,23889.0
18.0,89249.0
3.0,22555.0
3.0,48870.0
2.0,39203.0
9.0,47854.0
4.0,58598.0
5.0,40000.0
6.0,64444.0
3.0,29696.0
3.0,30074.0
8.0,120000.0
23.0,116988.0
19.0,63694.0
10.0,44431.0
16.0,34370.0
30.0,200000.0
12.0,2339.0
2.0,10767.0
5.0,51836.0
1.0,29909.0
23.0,69814.0
11.0,40676.0
15.0,150369.0
11.0,75000.0
4.0,76433.0
12.0,17927.0
11.0,148479.0
15.0,89259.0
7.0,57230.0
8.0,44544.0
1.0,4785.0
17.0,80555.0
8.0,31612.0
32.0,67666.0
6.0,45111.0
14.0,77332.0
7.0,98986.0
3.0,3000.0
1.0,16111.0
6.0,57140.0
6.0,64341.0
4.0,214812.0
5.0,64968.0
10.0,19661.0
2.0,86905.0
3.0,2.0
8.0,83563.0
8.0,59073.0
10.0,69814.0
8.0,57325.0
5.0,43839.0
6.0,64178.0
11.0,61222.0
5.0,31273.0
3.0,45111.0
10.0,6135.0
6.0,100275.0
5.0,10820.0
7.0,79588.0
11.0,51786.0
20.0,64444.0
4.0,37026.0
12.0,59391.0
19.0,54220.0
21.0,16291.0
7.0,25876.0
6.0,1232.0
3.0,26852.0
11.0,101910.0
8.0,52122.0
3.0,3135.0
18.0,64273.0
13.0,64444.0
2.0,32222.0
2.0,5378.0
3.0,40814.0
4.0,35328.0
4.0,59073.0
4.0,19142.0
3.0,1234.0
10.0,80000.0
6.0,51555.0
4.0,24489.0
7.0,100000.0
4.0,10880.0
5.0,39740.0
2.0,89172.0
4.0,27080.0
5.0,29101.0
6.0,107406.0
7.0,1793.0
7.0,41888.0
5.0,120000.0
8.0,48333.0
4.0,37120.0
5.0,61222.0
6.0,123048.0
3.0,48314.0
8.0,134921.0
22.0,18548.0
16.0,84633.0
15.0,64444.0
16.0,88862.0
9.0,24731.0
12.0,63057.0
22.0,200939.0
7.0,10169.0
18.0,59391.0
2.0,12000.0
20.0,29000.0
2.0,17772.0
10.0,24684.0
16.0,102000.0
10.0,79381.0
31.0,47134.0
2.0,52356.0
12.0,96666.0
3.0,57071.0
13.0,25123.0
14.0,77332.0
12.0,161905.0
21.0,76307.0
7.0,2839.0
7.0,28712.0
5.0,32222.0
11.0,40814.0
1.0,17323.0
15.0,127692.0
4.0,56633.0
6.0,55099.0
8.0,182591.0
24.0,75184.0
20.0,5982.0
10.0,64603.0
4.0,40358.0
4.0,41888.0
3.0,32610.0
5.0,41828.0
15.0,190445.0
9.0,50000.0
1.0,5128.0
3.0,16111.0
5.0,21481.0
24.0,90783.0
14.0,80555.0
2.0,18069.0
16.0,107406.0
1.0,11600.0
7.0,40814.0
11.0,127388.0
12.0,100000.0
12.0,72001.0
10.0,76307.0
11.0,70113.0
7.0,71962.0
20.0,42333.0
12.0,63694.0
2.0,2098.0
21.0,59073.0
3.0,38283.0
11.0,67666.0
8.0,89808.0
2.0,6809.0
10.0,105000.0
4.0,27175.0
10.0,77332.0
14.0,128682.0
8.0,48333.0
4.0,11163.0
9.0,23927.0
3.0,77992.0
3.0,46899.0
11.0,106332.0
7.0,88912.0
5.0,60000.0
12.0,53703.0
2.0,494.0
1.0,55851.0
16.0,140127.0
20.0,57462.0
20.0,92369.0
13.0,120295.0
15.0,64444.0
5.0,51555.0
12.0,56086.0
1.0,9571.0
5.0,54283.0
9.0,115202.0
13.0,32077.0
36.0,101910.0
26.0,110191.0
2.0,12889.0
9.0,63155.0
5.0,61222.0
5.0,42962.0
25.0,101910.0
2.0,83243.0
4.0,1196.0
8.0,80000.0
13.0,111702.0
4.0,57230.0
10.0,45873.0
6.0,54777.0
11.0,25000.0
19.0,26854.0
7.0,22283.0
24.0,69599.0
31.0,220000.0
6.0,96666.0
2.0,15457.0
12.0,91295.0
10.0,96666.0
15.0,96666.0
1.0,55495.0
7.0,20386.0
12.0,32222.0
